,Conglomerado,Anio,Estado,Municipio,Causa,ImpactoVegetacion,ImpactoSuelo,ImpactoAgua,Observaciones
5996,73728,2013,Oaxaca,Santa Catarina Yosonotu,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones
5997,73728,2013,Oaxaca,Santa Catarina Yosonotu,Asentamientos humanos,Menor,Menor,No perceptible,Cabaña abandonada
5998,73728,2013,Oaxaca,Santa Catarina Yosonotu,Plagas y enfermedades,Menor,No perceptible,No perceptible,Plantas parasitas
5999,73728,2013,Oaxaca,Santa Catarina Yosonotu,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con agricultura de temporal
6000,73738,2013,Oaxaca,San Miguel Piedras,Aprovechamientos forestales,Mediana,No perceptible,No perceptible,Tocones sin marca
6001,73738,2013,Oaxaca,San Miguel Piedras,Pastoreo,Mediana,Menor,No perceptible,Ganado Bovino
6002,73738,2013,Oaxaca,San Miguel Piedras,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Muérdago
6003,73738,2013,Oaxaca,San Miguel Piedras,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con agricultura de Temporal y Ganadería extensiva
6004,73743,2013,Oaxaca,Santa Maria Peñoles,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extracción de leña.
6005,73743,2013,Oaxaca,Santa Maria Peñoles,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Muérdago y cancros."
6006,73758,2013,Oaxaca,San Pablo Villa de Mitla,Plagas y enfermedades,Mediana,Menor,No perceptible,Muérdago.
6007,73763,2013,Oaxaca,Santo Domingo Tepuxtepec,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocón sin marca.
6008,73763,2013,Oaxaca,Santo Domingo Tepuxtepec,Incendios,Mediana,Menor,No perceptible,Años anteriores.
6009,73763,2013,Oaxaca,Santo Domingo Tepuxtepec,Plagas y enfermedades,Mediana,Menor,No perceptible,"Insectos defoliadores, Múerdago, Roya."
6010,73768,2013,Oaxaca,San Miguel Quetzaltepec,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Algunos tocones en cgl pero no en los sitios.
6011,73768,2013,Oaxaca,San Miguel Quetzaltepec,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos.
6012,73768,2013,Oaxaca,San Miguel Quetzaltepec,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Forestal con cultivos semiperennes.
6013,73773,2013,Oaxaca,Santiago Ixcuintepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Plantas parásitas, enfermedades de follaje y cancro."
6014,73773,2013,Oaxaca,Santiago Ixcuintepec,Uso del suelo diferente al forestal,Mediana,No perceptible,No perceptible,Forestal con agricultura de temporal.
6015,73778,2013,Oaxaca,Guevea de Humboldt,Pastoreo,Menor,No perceptible,No perceptible,Bovinos
6016,73778,2013,Oaxaca,Guevea de Humboldt,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Defoliador
6017,73778,2013,Oaxaca,Guevea de Humboldt,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Forestal con agricultura de temporal y ganadería extensiva.
6018,73788,2013,Oaxaca,Santa Maria Chimalapa,Aprovechamientos forestales,Menor,Menor,No perceptible,Talas clandestinas
6019,73788,2013,Oaxaca,Santa Maria Chimalapa,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, insectos en genera, enfermedad de follaje."
6020,73926,2013,Oaxaca,Putla Villa de Guerrero,Pastoreo,Menor,No perceptible,No perceptible,Ganado Vacuno
6021,73926,2013,Oaxaca,Putla Villa de Guerrero,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
6022,73926,2013,Oaxaca,Putla Villa de Guerrero,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Gandería extensiva
6023,73931,2013,Oaxaca,Putla Villa de Guerrero,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, Muérdago"
6024,73941,2013,Oaxaca,San Mateo Sindihui,Incendios,Mediana,Menor,No perceptible,Años anteriores.
6025,73941,2013,Oaxaca,San Mateo Sindihui,Pastoreo,Mediana,Menor,No perceptible,Ganado Bovino.
6026,73941,2013,Oaxaca,San Mateo Sindihui,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos defoliadores.
6027,73941,2013,Oaxaca,San Mateo Sindihui,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con Ganadería extensiva.
6028,73946,2013,Oaxaca,San Antonio Huitepec,Aprovechamientos forestales,Mediana,No perceptible,No perceptible,Tala no autorizada.
6029,73946,2013,Oaxaca,San Antonio Huitepec,Pastoreo,Mediana,Menor,No perceptible,Ganado bovino.
6030,73946,2013,Oaxaca,San Antonio Huitepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos defoliadores.
6031,73946,2013,Oaxaca,San Antonio Huitepec,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva.
6032,73951,2013,Oaxaca,Magdalena Mixtepec,Apertura de caminos,Menor,Menor,No perceptible,Brecha por el sitio 1
6033,73951,2013,Oaxaca,Magdalena Mixtepec,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extracción de leña
6034,73951,2013,Oaxaca,Magdalena Mixtepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
6035,73956,2013,Oaxaca,San Sebastian Teitipac,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Defoliadores.
6036,73971,2013,Oaxaca,San Juan Juquila Mixes,Incendios,Menor,Menor,No perceptible,Incendio años anteriores.
6037,73971,2013,Oaxaca,San Juan Juquila Mixes,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Cancros, insectos en general."
6038,73981,2013,Oaxaca,Santo Domingo Tehuantepec,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones
6039,73981,2013,Oaxaca,Santo Domingo Tehuantepec,Incendios,Menor,No perceptible,No perceptible,Años anteriores
6040,73981,2013,Oaxaca,Santo Domingo Tehuantepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Desconocido
6041,73981,2013,Oaxaca,Santo Domingo Tehuantepec,Uso del suelo diferente al forestal,Mayor,Mediana,Menor,Forestal con Agricultura de Temporal
6042,73986,2013,Oaxaca,Santo Domingo Petapa,Incendios,Menor,No perceptible,No perceptible,Causas naturales.
6043,73986,2013,Oaxaca,Santo Domingo Petapa,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno.
6044,73986,2013,Oaxaca,Santo Domingo Petapa,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Cancro.
6045,73986,2013,Oaxaca,Santo Domingo Petapa,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
6046,73991,2013,Oaxaca,Matias Romero,Apertura de caminos,Menor,Menor,No perceptible,Vereda
6047,73991,2013,Oaxaca,Matias Romero,Incendios,Mayor,Mayor,Menor,Incendio superficial
6048,73991,2013,Oaxaca,Matias Romero,Pastoreo,Menor,Menor,No perceptible,Ganado Bovino
6049,73991,2013,Oaxaca,Matias Romero,Plagas y enfermedades,Menor,No perceptible,No perceptible,Cancros
6050,73991,2013,Oaxaca,Matias Romero,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganaderia extensiva
6051,74011,2013,Oaxaca,Santa Maria Chimalapa,Incendios,Mayor,Mediana,No perceptible,Actual
6052,74011,2013,Oaxaca,Santa Maria Chimalapa,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno
6053,74011,2013,Oaxaca,Santa Maria Chimalapa,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador
6054,74011,2013,Oaxaca,Santa Maria Chimalapa,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva
6055,74136,2013,Oaxaca,Santa Lucia Monteverde,Apertura de caminos,Mediana,Mayor,No perceptible,Brecha por los 4 sitios.
6056,74136,2013,Oaxaca,Santa Lucia Monteverde,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones.
6057,74136,2013,Oaxaca,Santa Lucia Monteverde,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
6058,74151,2013,Oaxaca,San Pablo Cuatro Venados,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extracción de leña.
6059,74151,2013,Oaxaca,San Pablo Cuatro Venados,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muérdago y Defoliador.
6060,74151,2013,Oaxaca,San Pablo Cuatro Venados,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con agricultura de Temporal.
6061,74166,2013,Oaxaca,Santiago Matatlan,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, Muérdago, Tillandsia sp."
6062,74171,2013,Oaxaca,San Pedro Quiatoni,Incendios,Menor,No perceptible,No perceptible,Incendio años anteriores
6063,74171,2013,Oaxaca,San Pedro Quiatoni,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, cancros."
6064,74186,2013,Oaxaca,Guevea de Humboldt,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
6065,74186,2013,Oaxaca,Guevea de Humboldt,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Forestal con cultivo semiperenne.
6066,74196,2013,Oaxaca,Asuncion Ixtaltepec,Apertura de caminos,Menor,Menor,No perceptible,Veredas.
6067,74196,2013,Oaxaca,Asuncion Ixtaltepec,Incendios,Mediana,Menor,No perceptible,Incendio superficial.
6068,74196,2013,Oaxaca,Asuncion Ixtaltepec,Pastoreo,Menor,Menor,No perceptible,Ganado Bovino.
6069,74196,2013,Oaxaca,Asuncion Ixtaltepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Muérdago, barrenador, enfermedad de follaje."
6070,74196,2013,Oaxaca,Asuncion Ixtaltepec,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
6071,74333,2013,Oaxaca,San Andres Cabecera Nueva,Incendios,Menor,No perceptible,No perceptible,Años anteriores.
6072,74333,2013,Oaxaca,San Andres Cabecera Nueva,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Descortezador, Cancro."
6073,74338,2013,Oaxaca,Santa Cruz Itundujia,Apertura de caminos,Mediana,Mediana,No perceptible,Brecha de extracción de madera en el sitio 2.
6074,74338,2013,Oaxaca,Santa Cruz Itundujia,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones.
6075,74338,2013,Oaxaca,Santa Cruz Itundujia,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muérdago.
6076,74348,2013,Oaxaca,San Antonio Huitepec,Incendios,Mediana,No perceptible,No perceptible,Años anteriores.
6077,74348,2013,Oaxaca,San Antonio Huitepec,Pastoreo,Mediana,Menor,No perceptible,Ganadería extensiva.
6078,74348,2013,Oaxaca,San Antonio Huitepec,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
6079,74353,2013,Oaxaca,San Bernardo Mixtepec,Aprovechamientos forestales,Menor,No perceptible,No perceptible,"Extracción de leña, tocones."
6080,74353,2013,Oaxaca,San Bernardo Mixtepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Muérdago, Defoliador."
6081,74368,2013,Oaxaca,San Dionisio Ocotepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoleador, cancro, Tillandsia sp."
6082,74383,2013,Oaxaca,Santiago Lachiguiri,Incendios,Mayor,Menor,No perceptible,Años anteriores para cultivo.
6083,74383,2013,Oaxaca,Santiago Lachiguiri,Pastoreo,Mediana,Menor,No perceptible,Ganado asnal y equino.
6084,74383,2013,Oaxaca,Santiago Lachiguiri,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
6085,74383,2013,Oaxaca,Santiago Lachiguiri,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con agricultura de temporal y ganadería extensiva.
6086,74388,2013,Oaxaca,Santa Maria Guienagati,Huracanes,Menor,No perceptible,No perceptible,Huracanes.
6087,74388,2013,Oaxaca,Santa Maria Guienagati,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y cancro.
6088,74393,2013,Oaxaca,El Barrio de la Soledad,Huracanes,Menor,No perceptible,No perceptible,Árbol con rama desgajada.
6089,74393,2013,Oaxaca,El Barrio de la Soledad,Pastoreo,Menor,No perceptible,No perceptible,Ganado vacuno.
6090,74393,2013,Oaxaca,El Barrio de la Soledad,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Insectos en general, cancro."
6091,74393,2013,Oaxaca,El Barrio de la Soledad,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Forestal con ganadería extensiva.
6092,74413,2013,Oaxaca,San Miguel Chimalapa,Aprovechamientos forestales,Menor,Menor,No perceptible,Presencia de tocones.
6093,74413,2013,Oaxaca,San Miguel Chimalapa,Incendios,Mediana,Menor,No perceptible,Años anteriores.
6094,74413,2013,Oaxaca,San Miguel Chimalapa,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, insectos."
6095,74540,2013,Oaxaca,Santiago Yosondua,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Muérdago.
6096,74545,2013,Oaxaca,Zapotitlan del Rio,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Insectos, defoliadores, muérdago, tillandsia"
6097,74550,2013,Oaxaca,Zimatlan de Alvarez,Aprovechamientos forestales,Mediana,Menor,No perceptible,Tala clandestina.
6098,74550,2013,Oaxaca,Zimatlan de Alvarez,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno y bovino.
6099,74550,2013,Oaxaca,Zimatlan de Alvarez,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganaderia extensiva.
6100,74555,2013,Oaxaca,San Bernardo Mixtepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Muérdago, defoliador y cancros."
6101,74570,2013,Oaxaca,Tlacolula de Matamoros,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno.
6102,74570,2013,Oaxaca,Tlacolula de Matamoros,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,"Muérdago, cancros, Tillandsia sp."
6103,74570,2013,Oaxaca,Tlacolula de Matamoros,Uso del suelo diferente al forestal,No perceptible,No perceptible,No perceptible,Forestal con ganaderia extensiva.
6104,74585,2013,Oaxaca,Santa Maria Guienagati,Aprovechamientos forestales,Mayor,No perceptible,No perceptible,Tala clandestina
6105,74585,2013,Oaxaca,Santa Maria Guienagati,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno
6106,74585,2013,Oaxaca,Santa Maria Guienagati,Plagas y enfermedades,Menor,No perceptible,No perceptible,Tillandsia sp.y defoliador
6107,74585,2013,Oaxaca,Santa Maria Guienagati,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva
6108,74733,2013,Oaxaca,Santa Maria Zacatepec,Incendios,Mediana,No perceptible,No perceptible,Año actual.
6109,74733,2013,Oaxaca,Santa Maria Zacatepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador y Cancro.
6110,74738,2013,Oaxaca,Santa Cruz Itundujia,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocones.
6111,74738,2013,Oaxaca,Santa Cruz Itundujia,Lineas Electricas,Mediana,Menor,No perceptible,Línea eléctrica.
6112,74738,2013,Oaxaca,Santa Cruz Itundujia,Plagas y enfermedades,Menor,No perceptible,No perceptible,Cancros.
6113,74743,2013,Oaxaca,Zapotitlan del Rio,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Cancro, Defoliador, Muérdago."
6114,74748,2013,Oaxaca,Villa Sola de Vega,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones.
6115,74748,2013,Oaxaca,Villa Sola de Vega,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Cancro, Defoliador."
6116,74753,2013,Oaxaca,San Miguel Mixtepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos defoliadores.
6117,74763,2013,Oaxaca,San Miguel Tilquiápam,Pastoreo,Mediana,Menor,No perceptible,Ganado caprino.
6118,74763,2013,Oaxaca,San Miguel Tilquiápam,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva.
6119,74773,2013,Oaxaca,San Pedro Quiatoni,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Muérdago, Cancros."
6120,74783,2013,Oaxaca,Santiago Lachiguiri,Aprovechamientos forestales,Menor,Menor,No perceptible,Tocones.
6121,74783,2013,Oaxaca,Santiago Lachiguiri,Pastoreo,Menor,Menor,No perceptible,Existe ganado bovino.
6122,74783,2013,Oaxaca,Santiago Lachiguiri,Plagas y enfermedades,Menor,No perceptible,No perceptible,Barrenador y cancro.Insectos y enferm. de follaje.
6123,74783,2013,Oaxaca,Santiago Lachiguiri,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
6124,74793,2013,Oaxaca,Santo Domingo Chihuitan,Aprovechamientos forestales,Menor,Menor,No perceptible,Hay tocones.
6125,74793,2013,Oaxaca,Santo Domingo Chihuitan,Pastoreo,Menor,Menor,No perceptible,Huella de bovino.
6126,74793,2013,Oaxaca,Santo Domingo Chihuitan,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, cancro y hongos."
6127,74793,2013,Oaxaca,Santo Domingo Chihuitan,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
6128,74952,2013,Oaxaca,Zimatlan de Alvarez,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones.
6129,74952,2013,Oaxaca,Zimatlan de Alvarez,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y cancro.
6130,74957,2013,Oaxaca,Ayoquezco de Aldama,Pastoreo,Mediana,Menor,No perceptible,Ganadería extensiva.
6131,74957,2013,Oaxaca,Ayoquezco de Aldama,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muérdago.
6132,74957,2013,Oaxaca,Ayoquezco de Aldama,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva.
6133,74967,2013,Oaxaca,Yaxe,Apertura de caminos,Menor,Menor,No perceptible,Veredas.
6134,74967,2013,Oaxaca,Yaxe,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Muérdago.
6135,74982,2013,Oaxaca,Nejapa de Madero,Aprovechamientos forestales,Menor,No perceptible,No perceptible,"Ocoteo, tocón."
6136,74982,2013,Oaxaca,Nejapa de Madero,Incendios,Menor,No perceptible,No perceptible,En la base de los árboles.
6137,74982,2013,Oaxaca,Nejapa de Madero,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Cancro, Roya, Defoliador y Barrenador."
6138,75012,2013,Oaxaca,San Miguel Chimalapa,Incendios,Menor,No perceptible,No perceptible,Actual.
6139,75012,2013,Oaxaca,San Miguel Chimalapa,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno.
6140,75012,2013,Oaxaca,San Miguel Chimalapa,Uso del suelo diferente al forestal,No perceptible,No perceptible,No perceptible,Forestal con ganadería extensiva.
6141,75129,2013,Oaxaca,San Juan Cacahuatepec,Pastoreo,Mediana,Menor,No perceptible,Ganado bovino.
6142,75129,2013,Oaxaca,San Juan Cacahuatepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Cancro, Defoliador."
6143,75129,2013,Oaxaca,San Juan Cacahuatepec,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con Ganadería extensiva.
6144,75134,2013,Oaxaca,Santa Maria Zacatepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Cancro, Muérdago, Defoliador."
6145,75149,2013,Oaxaca,Santiago Textitlan,Apertura de caminos,Menor,No perceptible,No perceptible,Brechas.
6146,75149,2013,Oaxaca,Santiago Textitlan,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extracción de madera y tocones.
6147,75149,2013,Oaxaca,Santiago Textitlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y cancros.
6148,75154,2013,Oaxaca,San Vicente Lachixio,Apertura de caminos,Menor,No perceptible,No perceptible,Brecha extracción de Madera.
6149,75154,2013,Oaxaca,San Vicente Lachixio,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Algunos Tocones sin marca.
6150,75154,2013,Oaxaca,San Vicente Lachixio,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,"Defoliador, cancro."
6151,75164,2013,Oaxaca,San Pedro Taviche,Pastoreo,Mediana,Menor,No perceptible,Ganado Bovino.
6152,75164,2013,Oaxaca,San Pedro Taviche,Plagas y enfermedades,Mediana,Menor,No perceptible,Muérdagos y Defoliadores.
6153,75169,2013,Oaxaca,San Pedro Totolapa,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno.
6154,75169,2013,Oaxaca,San Pedro Totolapa,Plagas y enfermedades,Menor,No perceptible,No perceptible,Cancro.
6155,75179,2013,Oaxaca,Santa Ana Tavela,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocón sin marca.
6156,75179,2013,Oaxaca,Santa Ana Tavela,Pastoreo,Menor,No perceptible,No perceptible,Ganado Bovino.
6157,75179,2013,Oaxaca,Santa Ana Tavela,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Cancro, Muérdago, Hongos (Ganoderma)."
6158,75179,2013,Oaxaca,Santa Ana Tavela,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Ganadería extensiva.
6159,75209,2013,Oaxaca,Santiago Niltepec,Incendios,Mediana,No perceptible,No perceptible,Incendios forestales.
6160,75209,2013,Oaxaca,Santiago Niltepec,Pastoreo,Menor,Menor,No perceptible,Ganado bovino.
6161,75209,2013,Oaxaca,Santiago Niltepec,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
6162,75331,2013,Oaxaca,La Reforma,Apertura de caminos,Menor,Menor,No perceptible,Vereda.
6163,75331,2013,Oaxaca,La Reforma,Incendios,Mayor,Mediana,Menor,Incendio.
6164,75331,2013,Oaxaca,La Reforma,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
6165,75336,2013,Oaxaca,Santa Cruz Itundujia,Apertura de caminos,Mediana,Menor,No perceptible,Vereda que es utilizada para cruce de animales.
6166,75336,2013,Oaxaca,Santa Cruz Itundujia,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones.
6167,75336,2013,Oaxaca,Santa Cruz Itundujia,Asentamientos humanos,Mediana,Menor,No perceptible,Rancho dentro del conglomerado.
6168,75336,2013,Oaxaca,Santa Cruz Itundujia,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno.
6169,75336,2013,Oaxaca,Santa Cruz Itundujia,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Muérdago, Cancro."
6170,75336,2013,Oaxaca,Santa Cruz Itundujia,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
6171,75346,2013,Oaxaca,Villa Sola de Vega,Apertura de caminos,Menor,Menor,No perceptible,Brechas.
6172,75346,2013,Oaxaca,Villa Sola de Vega,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones.
6173,75346,2013,Oaxaca,Villa Sola de Vega,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, muérdago, decortezador."
6174,75361,2013,Oaxaca,San Pedro Taviche,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Muérdago
6175,75366,2013,Oaxaca,San Carlos Yautepec,Pastoreo,Menor,No perceptible,No perceptible,Ganado equino.
6176,75366,2013,Oaxaca,San Carlos Yautepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos en general.
6177,75366,2013,Oaxaca,San Carlos Yautepec,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Forestal con ganadería extensiva.
6178,75376,2013,Oaxaca,San Carlos Yautepec,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones.
6179,75376,2013,Oaxaca,San Carlos Yautepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Raya, Cancro."
6180,75516,2013,Oaxaca,Santa Maria Ipalapa,Apertura de caminos,Menor,Mediana,No perceptible,Brecha.
6181,75516,2013,Oaxaca,Santa Maria Ipalapa,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocón.
6182,75516,2013,Oaxaca,Santa Maria Ipalapa,Incendios,No perceptible,No perceptible,No perceptible,Quema.
6183,75516,2013,Oaxaca,Santa Maria Ipalapa,Pastoreo,Mediana,Mediana,No perceptible,Ganado bovino.
6184,75516,2013,Oaxaca,Santa Maria Ipalapa,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, cancro."
6185,75516,2013,Oaxaca,Santa Maria Ipalapa,Uso del suelo diferente al forestal,Mediana,Mediana,No perceptible,Forestal con agricultura temporal y ganadería extensiva.
6186,75531,2013,Oaxaca,Santo Domingo Teojomulco,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones con rebrotes.
6187,75531,2013,Oaxaca,Santo Domingo Teojomulco,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Cancro."
6188,75531,2013,Oaxaca,Santo Domingo Teojomulco,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con agricultura de temporal.
6189,75541,2013,Oaxaca,La Compania,Aprovechamientos forestales,Mayor,Menor,No perceptible,Presencia de tocones.
6190,75541,2013,Oaxaca,La Compania,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, Muérdago, Cancro."
6191,75561,2013,Oaxaca,San Juan Lajarcia,Incendios,Menor,Menor,No perceptible,Incendios forestales.
6192,75561,2013,Oaxaca,San Juan Lajarcia,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Cancro."
6193,75576,2013,Oaxaca,Magdalena Tlacotepec,Aprovechamientos forestales,Menor,Menor,No perceptible,Existen tocones.
6194,75576,2013,Oaxaca,Magdalena Tlacotepec,Pastoreo,Menor,Menor,No perceptible,Hay huella de ganado.
6195,75576,2013,Oaxaca,Magdalena Tlacotepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y hongo.
6196,75576,2013,Oaxaca,Magdalena Tlacotepec,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
6197,75586,2013,Oaxaca,Santo Domingo Ingenio,Apertura de caminos,Menor,Menor,No perceptible,Brechas y veredas.
6198,75586,2013,Oaxaca,Santo Domingo Ingenio,Aprovechamientos forestales,Menor,Menor,No perceptible,Ocoteo para leña y se encontraron tocones.
6199,75586,2013,Oaxaca,Santo Domingo Ingenio,Pastoreo,Menor,Menor,No perceptible,Ganado bovino.
6200,75586,2013,Oaxaca,Santo Domingo Ingenio,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Barrenador, muérdago y cancro."
6201,75586,2013,Oaxaca,Santo Domingo Ingenio,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
6202,75596,2013,Oaxaca,Santo Domingo Zanatepec,Incendios,Mediana,Menor,No perceptible,Vegetación quemada.
6203,75596,2013,Oaxaca,Santo Domingo Zanatepec,Pastoreo,Mediana,Menor,No perceptible,Ganado bovino.
6204,75596,2013,Oaxaca,Santo Domingo Zanatepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muérdago.
6205,75596,2013,Oaxaca,Santo Domingo Zanatepec,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva.
6206,75713,2013,Oaxaca,Santa Cruz Zenzontepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Cancro, Defoliador, Muérdago."
